epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,3277.38,0.50785,0.70851,0.38782,0.85917,0,0.9033,0.9726,0.96866,0.80364,0.90039,0.9589,0.95056,0.74818,0.64587,0.79355,0.46541,0.90389,0,0.000337325,0.000337325,0.000337325
124,3300.93,0.49326,0.63185,0.37969,0.83322,0,0.90487,0.97727,0.96589,0.80014,0.89509,0.96575,0.94973,0.73879,0.65458,0.81615,0.48139,0.90203,0,0.00033003,0.00033003,0.00033003
125,3324.74,0.49737,0.69838,0.38049,0.83893,0,0.89346,0.97945,0.96485,0.79831,0.87872,0.9589,0.94077,0.73179,0.6505,0.82279,0.48232,0.90034,0,0.000322778,0.000322778,0.000322778
126,3348.52,0.49947,0.66033,0.39591,0.86518,0,0.89106,0.97945,0.96551,0.80446,0.87982,0.96575,0.94794,0.73329,0.64613,0.8062,0.47678,0.903,0,0.000315572,0.000315572,0.000315572
127,3372.07,0.46779,0.6261,0.36451,0.84291,0,0.88818,0.97927,0.96623,0.80318,0.87576,0.96557,0.94702,0.73888,0.6498,0.78798,0.47192,0.91005,0,0.000308412,0.000308412,0.000308412
128,3395.68,0.5023,0.68302,0.37816,0.85178,0,0.89141,0.96575,0.96674,0.80164,0.88509,0.9589,0.95826,0.73887,0.64235,0.75843,0.46529,0.90852,0,0.0003013,0.0003013,0.0003013
129,3419.36,0.4768,0.66687,0.37568,0.86231,0,0.89207,0.96575,0.96703,0.79846,0.87937,0.95205,0.94469,0.74127,0.65414,0.74683,0.4695,0.91566,0,0.000294239,0.000294239,0.000294239
130,3443.31,0.48695,0.64787,0.38374,0.84676,0,0.89675,0.96575,0.9679,0.79056,0.89039,0.9589,0.95587,0.74901,0.67322,0.74028,0.46634,0.92457,0,0.00028723,0.00028723,0.00028723
131,3467.36,0.50473,0.69327,0.384,0.84346,0,0.90704,0.9589,0.96873,0.78252,0.90057,0.95205,0.95706,0.75413,0.68747,0.73953,0.45937,0.92889,0,0.000280275,0.000280275,0.000280275
132,3491.18,0.49699,0.66526,0.37257,0.83229,0,0.90879,0.9589,0.96675,0.79915,0.89574,0.94521,0.94634,0.75067,0.66912,0.75042,0.45122,0.92344,0,0.000273375,0.000273375,0.000273375
133,3514.61,0.47428,0.64573,0.3522,0.852,0,0.91011,0.97089,0.96377,0.79967,0.89727,0.95719,0.94371,0.75164,0.65345,0.75214,0.44671,0.91923,0,0.000266532,0.000266532,0.000266532
134,3537.82,0.4882,0.64083,0.35881,0.84696,0,0.90839,0.9726,0.96169,0.80043,0.89549,0.9589,0.9411,0.74574,0.64394,0.75166,0.44779,0.91757,0,0.000259748,0.000259748,0.000259748
135,3562.01,0.51696,0.72445,0.37723,0.85683,0,0.91024,0.97242,0.96189,0.80409,0.90379,0.96575,0.95482,0.75094,0.63877,0.74818,0.44772,0.91598,0,0.000253024,0.000253024,0.000253024
136,3585.44,0.47227,0.64832,0.36087,0.84167,0,0.906,0.96575,0.9614,0.79951,0.89021,0.9589,0.93943,0.75278,0.64513,0.74503,0.4522,0.9091,0,0.000246363,0.000246363,0.000246363
137,3608.95,0.48506,0.68499,0.36099,0.8524,0,0.90953,0.96403,0.96114,0.79108,0.89161,0.95783,0.9378,0.75607,0.65744,0.74703,0.45443,0.91359,0,0.000239766,0.000239766,0.000239766
138,3632.72,0.48971,0.63673,0.34968,0.84749,0,0.91236,0.95205,0.96173,0.78255,0.90569,0.94521,0.9485,0.75801,0.67386,0.74616,0.45947,0.92106,0,0.000233234,0.000233234,0.000233234
139,3656.85,0.50014,0.63287,0.36248,0.84406,0,0.91487,0.95691,0.96326,0.79253,0.90832,0.95006,0.94959,0.76524,0.67113,0.74248,0.45869,0.92163,0,0.000226769,0.000226769,0.000226769
140,3680.64,0.50964,0.72473,0.36596,0.85229,0,0.91502,0.95876,0.96571,0.8003,0.90848,0.95192,0.95021,0.75672,0.659,0.74908,0.43437,0.92351,0,0.000220372,0.000220372,0.000220372
141,3704.51,0.50151,0.70693,0.36963,0.85049,0,0.90876,0.95505,0.96618,0.79537,0.9028,0.9589,0.95008,0.75281,0.65572,0.75436,0.43129,0.92454,0,0.000214046,0.000214046,0.000214046
142,3728.23,0.4837,0.61194,0.36487,0.83788,0,0.90855,0.96575,0.96567,0.79616,0.90211,0.9589,0.94957,0.76083,0.6516,0.75884,0.43501,0.92486,0,0.000207792,0.000207792,0.000207792
143,3752,0.48276,0.65965,0.35852,0.8384,0,0.91499,0.95839,0.96618,0.80105,0.902,0.9589,0.95113,0.76129,0.64648,0.75988,0.43303,0.92389,0,0.000201611,0.000201611,0.000201611
144,3775.79,0.49556,0.67011,0.35726,0.86502,0,0.90937,0.96219,0.97137,0.80219,0.89643,0.94849,0.94776,0.76334,0.6566,0.76268,0.43633,0.92575,0,0.000195505,0.000195505,0.000195505
145,3799.46,0.47317,0.62249,0.34876,0.85092,0,0.90938,0.96233,0.97402,0.80584,0.89645,0.94872,0.95059,0.76307,0.66985,0.76414,0.43613,0.92905,0,0.000189475,0.000189475,0.000189475
146,3823.35,0.51077,0.71796,0.3904,0.84616,0,0.90947,0.96329,0.97505,0.80402,0.89654,0.94968,0.95227,0.77238,0.67631,0.7675,0.43402,0.93054,0,0.000183523,0.000183523,0.000183523
147,3847.36,0.49104,0.69982,0.36423,0.85228,0,0.89841,0.96921,0.97493,0.80164,0.88573,0.9556,0.95244,0.76524,0.67656,0.769,0.43159,0.93037,0,0.000177651,0.000177651,0.000177651
148,3873.04,0.5119,0.72366,0.37991,0.85872,0,0.90327,0.95944,0.97395,0.80924,0.89038,0.94574,0.95053,0.75844,0.66211,0.77017,0.42478,0.92674,0,0.000171859,0.000171859,0.000171859
149,3897.98,0.46595,0.60407,0.35196,0.84498,0,0.90861,0.9589,0.97419,0.81173,0.89563,0.94521,0.95138,0.75923,0.65941,0.7705,0.4247,0.92642,0,0.000166149,0.000166149,0.000166149
150,3923.02,0.47898,0.62844,0.34389,0.85337,0,0.89833,0.96831,0.97436,0.80947,0.88562,0.95461,0.95068,0.7616,0.66484,0.77015,0.42568,0.92729,0,0.000160523,0.000160523,0.000160523
151,3948.22,0.45279,0.64047,0.33982,0.82579,0,0.91405,0.94521,0.97436,0.8074,0.90068,0.93168,0.94948,0.76606,0.66957,0.76912,0.43086,0.92854,0,0.000154982,0.000154982,0.000154982
152,3973.24,0.44306,0.6061,0.33069,0.82961,0,0.89823,0.96728,0.97311,0.79674,0.88553,0.95375,0.94915,0.76593,0.67734,0.77081,0.44061,0.93125,0,0.000149527,0.000149527,0.000149527
153,3998.14,0.48624,0.69987,0.36725,0.85577,0,0.91798,0.94521,0.97148,0.79269,0.90456,0.93151,0.94802,0.76453,0.6771,0.7705,0.44065,0.92808,0,0.000144161,0.000144161,0.000144161
154,4023.48,0.43393,0.59135,0.33688,0.83622,0,0.91731,0.94521,0.97012,0.79522,0.90401,0.93151,0.9472,0.76557,0.67612,0.77008,0.44048,0.92459,0,0.000138883,0.000138883,0.000138883
155,4047.72,0.46224,0.70364,0.35548,0.8363,0,0.92036,0.9498,0.96943,0.7986,0.90709,0.93621,0.94672,0.76487,0.68534,0.76748,0.43344,0.92631,0,0.000133695,0.000133695,0.000133695
156,4071.57,0.45246,0.62546,0.358,0.85095,0,0.91265,0.95205,0.967,0.80453,0.89938,0.93836,0.94484,0.76199,0.67335,0.76598,0.42887,0.92273,0,0.000128599,0.000128599,0.000128599
157,4095.24,0.4789,0.62962,0.34346,0.85442,0,0.90899,0.9589,0.96633,0.80426,0.89555,0.94521,0.94373,0.75464,0.66297,0.76666,0.42737,0.91992,0,0.000123596,0.000123596,0.000123596
158,4119.34,0.48668,0.69855,0.3591,0.85188,0,0.90407,0.96824,0.96513,0.80541,0.89128,0.95455,0.94372,0.75098,0.65772,0.77025,0.42532,0.9192,0,0.000118687,0.000118687,0.000118687
159,4142.98,0.44481,0.60458,0.32554,0.83735,0,0.9039,0.96634,0.96473,0.80834,0.89109,0.95264,0.94458,0.74796,0.65545,0.77716,0.4242,0.91938,0,0.000113873,0.000113873,0.000113873
160,4167.16,0.46342,0.69155,0.34898,0.85555,0,0.90954,0.9589,0.9643,0.79867,0.8899,0.93836,0.93383,0.74761,0.65808,0.80231,0.4297,0.92091,0,0.000109156,0.000109156,0.000109156
161,4190.69,0.43195,0.63077,0.33031,0.82456,0,0.9152,0.96575,0.96424,0.79718,0.89573,0.94521,0.93444,0.74742,0.65976,0.80892,0.43218,0.92213,0,0.000104537,0.000104537,0.000104537
162,4214.63,0.45917,0.66625,0.36056,0.85622,0,0.91326,0.96575,0.96399,0.79713,0.89369,0.94521,0.93535,0.74773,0.66048,0.81621,0.43446,0.92262,0,0.000100016,0.000100016,0.000100016
163,4238.14,0.44724,0.66161,0.33831,0.83478,0,0.91582,0.96869,0.9634,0.79536,0.89661,0.95041,0.93546,0.74214,0.65967,0.82243,0.43731,0.92226,0,9.55951e-05,9.55951e-05,9.55951e-05
164,4262.14,0.45936,0.64116,0.34007,0.84524,0,0.9155,0.96475,0.96352,0.799,0.896,0.9442,0.93535,0.73692,0.65096,0.82419,0.4394,0.91965,0,9.12754e-05,9.12754e-05,9.12754e-05
165,4285.78,0.43992,0.58081,0.33061,0.83336,0,0.92144,0.96401,0.96386,0.79997,0.90181,0.9436,0.93306,0.74392,0.64732,0.81894,0.43979,0.91885,0,8.70577e-05,8.70577e-05,8.70577e-05
166,4309.1,0.4471,0.63,0.33494,0.83828,0,0.92142,0.96381,0.96409,0.80397,0.90178,0.94326,0.93222,0.74342,0.64455,0.81269,0.43993,0.91782,0,8.29431e-05,8.29431e-05,8.29431e-05
